directory	hardness	fn	Quality	THRES	HIGHTHRES	NLIM	NLIMHOLES	numWhitePixels	numBlackPixels	ratio	numLargeBlobs	perimeterLength	axisRatio	countLargeHoles	medianLargeHoleAreas	maxLargeHoleAreas	meanDistances	stdDistances	modeDistances	medianDistances	skewnessDistances	erosionslope	frct01	medianEccentricity	medianArea	sumEdgesLow	sumEdgesHigh	areaOverEdgeLow	areaOverEdgeHigh	stdRaw	areaHigh	stdHigh	compactnessCenter	brightnessCenter	blackCoreFraction	intensityKurtosis	intensitySkewness	intensityRatio	skeletonLength	skeletonBranchPoints	skeletonEndPoints	fractalDim	log10Entropy	waveletEntropy	stdRays	lowRays	stdMaxRays	corrGLCM	energyGLCM	meanStd5	meanStd25	ms25over5	ms100over25	numContours
111824_0ppm	0	DSC_0005.jpg	1	70	200	1400	1000	974085	1279	0.001313027	1	3706	1.152485564	1	1279	1279	562.3163422	40.15857676	579.735	567.8881346	-0.403730534	0.019988913	53	0.874320754	7828	0.032056262	0.031892756	31.19515286	31.35508216	35.65781067	68443	7.091364511	0.967391564	170.6235866	0.000178428	2.288268869	0.233564018	1.043886972	0.061461904	0.00436997	0.004102877	1.963384529	-2.51E-05	2.28E-05	9.687620017	139.1576546	233.0952351	0.973934614	0.907327156	1.91E-06	2.66E-06	1.395211762	1.374103407	0.004390281
111824_0ppm	0	DSC_0006.jpg	1	70	200	1400	1000	842068	2294	0.002724246	1	3587	1.043179235	2	1147	1223	517.4739152	71.88150949	595.25	535.2043867	-0.759072596	0.005281759	126	0.763136259	1089	0.00977848	0.029309383	102.2653828	34.11876667	41.94387604	165559	11.70029845	0.990155976	206.1354051	4.61E-05	2.058461143	0.227435099	1.197616098	0.016604229	0.000286627	0.000549566	1.985577731	-2.40E-05	2.65E-05	10.1566613	157.1569812	73.15040901	0.986507948	0.88019522	1.37E-06	2.22E-06	1.619005245	1.52665043	0.000871725
111824_0ppm	0	DSC_0007.jpg	1	70	200	1400	1000	1074262	1029	0.000957867	1	3883	1.066131649	1	1029	1029	586.8124298	38.48822416	616.5	595.0660924	-0.558095037	0.007645621	92	0.556963324	27315.5	0.012609267	0.014210237	79.30675298	70.37180157	35.30441123	62098	9.770717061	0.984260364	176.2885732	7.95E-05	2.542015858	0.312502369	1.092131053	0.027810139	0.000665989	0.000928489	1.969483475	-2.29E-05	2.08E-05	9.12928995	138.9756139	62.43926659	0.990742514	0.905864503	1.28E-06	2.04E-06	1.593507518	1.451721863	0.000455433
111824_0ppm	0	DSC_0008.jpg	1	70	200	1400	1000	1097981	7203	0.006560223	1	3915	1.158730033	2	3601.5	6089	607.3998277	53.20396907	667.625	620.3901851	-0.263006665	0.034614898	44	0.909020346	2124	0.035423409	0.01434437	28.22991988	69.7137603	41.72289607	58474	6.434301137	0.945452375	168.2588526	0.000314588	2.493499917	0.933331195	1.369546092	0.070399296	0.004897279	0.000987824	2.005083854	-3.71E-05	2.04E-05	9.507277874	121.1993745	54.30415957	0.983423641	0.884638395	1.22E-06	1.86E-06	1.532479533	1.414139764	0.000694024
111824_0ppm	0	DSC_0009.jpg	1	70	200	1400	1000	760565	5125	0.006738412	1	3946	1.231609592	3	1846	2187	496.3932243	70.46830513	494.5	496.3719238	-0.494118683	0.027950142	65	0.874263072	1000	0.048605795	0.052146264	20.57367847	19.17682942	46.63157609	165753	9.1888766	0.988715941	198.0029284	5.19E-05	1.724887628	0.156283673	1.228485239	0.073941222	0.004682263	0.007093868	1.975374335	-5.87E-06	2.90E-05	9.74769678	150.918203	349.7631188	0.980358966	0.91572049	2.20E-06	3.24E-06	1.470704267	1.371359995	0.003146077
111824_0ppm	0	DSC_0010.jpg	1	70	200	1400	1000	798697	12178	0.015247334	1	3880	1.041504753	5	1864	4921	518.0468252	40.5500133	516.65	516.0545619	0.252281166	0.045930309	52	0.816577528	607	0.04998885	0.057362906	20.00446106	17.43286856	46.20420861	140582	9.771081905	0.99009247	194.24963	4.74E-05	1.808771189	0.231556304	1.200887606	0.09148489	0.009698771	0.002582602	1.965754002	-2.02E-05	2.79E-05	9.71631851	149.2339282	40.91223179	0.968943133	0.872885012	2.06E-06	2.83E-06	1.3757358	1.379087198	0.00430309
111824_0ppm	0	DSC_0011.jpg	1	70	200	1400	1000	802055	47107	0.05873288	1	3596	1.145745652	13	1568	23250	546.0641538	41.28094834	568.07	553.5736497	-0.629187738	0.085609964	39	0.97535089	1199	0.112499351	0.004925238	8.888940158	203.0358846	29.80593715	10278	7.180641916	0.888515745	135.8891126	0.000783336	6.785280147	2.138076787	1.200502187	0.132948048	0.019898702	0.006315675	2.019665509	-1.56E-05	2.78E-05	8.626737201	102.3860633	42.47184826	0.910136104	0.715676875	1.37E-06	1.84E-06	1.340982326	1.448540809	0.000218762
111824_0ppm	0	DSC_0012.jpg	1	70	200	1400	1000	1281244	2213	0.001727228	1	5409	1.02582534	2	1106.5	1184	678.3948315	35.25084823	692.21	684.3196316	-0.193373841	0.087702655	22	0.942943034	3105	0.094019412	0.020960734	10.63610144	47.70825279	41.94247676	68240	8.263517486	0.981371106	182.8883937	9.65E-05	2.434720978	0.793707925	1.160236198	0.129502272	0.017402864	0.003568	1.982331382	-9.83E-06	1.75E-05	9.129548503	126.0147977	36.71544856	0.963750944	0.829772294	1.47E-06	2.08E-06	1.417617515	1.338224463	0.002297109
111824_0ppm	0	DSC_0013.jpg	1	70	200	1400	1000	729867	19320	0.026470576	1	3675	1.169778268	6	1290	12854	489.4571224	86.12960953	469.15	504.8944491	-1.035645055	0.028576576	60	0.936787463	774	0.033791747	0.036437496	29.5930242	27.44425682	48.88731574	133341	9.522781142	0.979993952	198.8472171	9.68E-05	1.735234268	0.346163381	1.325284436	0.058262529	0.00346887	0.000973526	1.994471017	-6.43E-05	3.07E-05	10.83084723	144.5579531	74.17761755	0.984803708	0.917919206	1.72E-06	2.52E-06	1.463850499	1.445528384	0.001337231
111824_0ppm	0	DSC_0014.jpg	1	70	200	1400	1000	772405	94473	0.122310187	1	3314	1.110612125	9	3740	35986	534.6790153	35.98216146	538.8	531.8919031	0.584290469	0.025034664	52	0.921905958	1226	0.033295893	0.031745355	30.03373401	31.50067103	38.60046385	39907	11.90538283	0.967032442	163.2194893	0.000189697	4.902714272	1.721533861	1.425157843	0.051021857	0.002698271	0.001165808	1.993653286	-1.63E-05	2.90E-05	7.361955193	117.2966902	35.18711696	0.953006724	0.882726858	1.40E-06	1.98E-06	1.411770041	1.484867509	0.001425307
111824_0ppm	0	DSC_0015.jpg	1	70	200	1400	1000	696955	38898	0.055811351	1	3553	1.278898901	14	2069	7630	506.4363673	57.46057001	463.5	506.270321	0.239335328	0.053203865	60	0.827671786	4312	0.064133183	0.029082323	15.59255215	34.38514842	51.80349244	98554	10.18757032	0.981753364	192.1425752	9.01E-05	1.873580975	0.623293639	1.492951304	0.083746743	0.006644571	0.002068121	1.997857863	-3.53E-05	3.21E-05	10.80644008	134.0766629	59.44189111	0.957977179	0.82868229	1.73E-06	2.55E-06	1.470829148	1.411710441	0.001171983
111824_0ppm	0	DSC_0016.jpg	1	70	200	1400	1000	876773	46404	0.0529259	1	3579	1.015115282	20	1416	6748	559.3742116	46.10992612	530.37	554.9654732	0.109390309	0.032425155	27	0.927565583	1020	0.040458605	0.026495117	24.71662072	37.74280436	40.19814163	40669	10.31646362	0.863411024	153.4213609	0.000870422	3.571316851	1.301401725	1.356599789	0.063671141	0.003262093	0.001163245	1.998354338	-1.44E-05	2.56E-05	9.388150983	112.6431503	64.33423198	0.972015634	0.892114081	1.36E-06	2.07E-06	1.524466149	1.39525299	0.001150724
111824_0ppm	0	DSC_0017.jpg	1	70	200	1400	1000	873315	0	0	1	3518	1.144359157	0	0	0	532.6258797	33.58758234	534.375	534.1439694	-0.177555143	0.026948237	53	0.671448709	776	0.025303323	0.059977401	39.5205016	16.67294664	42.41178721	127005	9.805424786	0.994621004	192.4593552	2.58E-05	1.970219832	0.272135927	1.169151151	0.065868079	0.00570235	0.001345691	1.980427162	-2.31E-05	2.53E-05	7.645447365	151.8293547	35.06742207	0.97436222	0.90201679	2.03E-06	2.74E-06	1.34772295	1.3848428	0.005064317
111824_0ppm	0	DSC_0018.jpg	1	70	200	1400	1000	980176	14147	0.014433122	1	4020	1.344623899	9	1426	2684	588.2677688	82.22935388	665.35	603.0123228	-0.233327772	0.06565831	54	0.876726677	969	0.072792804	0.044706855	13.73762162	22.36793418	51.19779911	151625	9.321155411	0.991390423	194.9861865	4.06E-05	1.749513019	0.550833196	1.397166754	0.108396114	0.014138491	0.003412179	1.985577624	-4.61E-06	2.25E-05	10.3950631	135.0614896	84.7046707	0.976487945	0.863763837	1.69E-06	2.53E-06	1.49785177	1.456915933	0.002686659
111824_0ppm	0	DSC_0019.jpg	1	70	200	1400	1000	857086	72681	0.084800125	1	3652	1.081493191	28	1613	9162	570.9303178	35.09467798	597.435	572.445886	-0.077976274	0.081271541	33	0.810396356	10890	0.104619726	0.010478087	9.558426879	95.43726488	40.33212069	50671	8.800142907	0.960169667	178.0357956	0.000210982	4.720402283	1.754025747	1.314042316	0.117173026	0.013925955	0.004750963	1.991878945	-3.44E-05	2.60E-05	10.21497999	115.7803569	38.69739076	0.970533711	0.905319133	1.39E-06	1.91E-06	1.372646466	1.46400366	0.00036635
111824_0ppm	0	DSC_0020.jpg	1	70	200	1400	1000	561544	30233	0.053839058	1	4065	1.086697101	13	1751	4944	461.092789	43.28329722	451.15	457.7762927	-0.251128686	0.090293548	59	0.948532801	1408	0.107840951	0.011235239	9.272915265	89.00567108	42.43752322	31684	8.295188101	0.980489513	175.5234731	0.000103676	3.153092936	1.265216885	1.41830896	0.121023065	0.014348469	0.004063659	1.977627502	-3.58E-05	3.98E-05	7.515348216	125.4153993	91.51818761	0.974128788	0.931191841	1.99E-06	2.66E-06	1.337394505	1.409037017	0.000286722
111824_0ppm	0	DSC_0021.jpg	1	70	200	1400	1000	849827	14806	0.017422369	1	3649	1.29076247	8	1529.5	3107	551.1136094	68.26825535	607.35	556.1583066	-0.125415511	0.078963719	52	0.934937038	1098	0.083280571	0.029724888	12.00760253	33.64184285	47.79336563	101341	8.761051335	0.985835356	189.9915649	6.68E-05	2.341512907	0.947016791	1.513835137	0.119660495	0.016351502	0.00339435	2.004956641	-3.48E-05	2.63E-05	8.982171903	133.7676327	68.40816197	0.981359266	0.921593607	1.56E-06	2.14E-06	1.369875119	1.393475684	0.001545338
111824_0ppm	0	DSC_0022.jpg	1	70	200	1400	1000	712267	38461	0.053998009	1	3076	1.038333087	11	3607	5152	495.5579901	32.69310655	537.485	499.6084916	-0.32991765	0.021854726	50	0.772289482	718	0.027421236	0.011001259	36.46808619	90.89868907	32.25572269	16897	10.77746664	0.956676747	151.1168868	0.000262726	7.5320126	2.31961929	1.108653087	0.045944292	0.002286503	0.001024936	2.00812184	-2.27E-05	3.15E-05	7.348182827	110.5105382	88.41494304	0.923863508	0.761413459	1.31E-06	1.82E-06	1.382825089	1.539602379	0.00037945
111824_0ppm	0	DSC_0023.jpg	1	70	200	1400	1000	719938	2779	0.003860055	1	3631	1.105455591	2	1389.5	1447	494.9354357	65.35760433	526.25	509.7210473	-1.157401997	0.069641136	70	0.78218754	772	0.073065663	0.026145998	13.68631946	38.24677044	51.21424153	114323	8.850889768	0.997143039	197.9776695	1.23E-05	2.199616935	0.92509013	1.4957978	0.115833916	0.015866446	0.003684914	1.987570978	-3.42E-05	3.11E-05	9.973551599	136.5836308	70.36165131	0.984339321	0.932584873	1.67E-06	2.27E-06	1.364509423	1.488528377	0.001435483
111824_0ppm	0	DSC_0024.jpg	1	70	200	1400	1000	548412	70801	0.129101843	1	7374	1.058021088	21	2052	20915	457.2104466	55.8705849	504.35	465.1374119	-0.709217032	0.105904503	39	0.901936547	982.5	0.138381626	0.006306903	7.226392931	158.5564147	35.18913229	11031	5.878823341	0.966402737	153.0256237	0.000211753	3.909711144	1.395531404	1.328182725	0.134453357	0.017055008	0.00639179	2.020102949	-3.66E-05	4.06E-05	6.519029016	118.5144667	45.9383431	0.951306776	0.906236531	2.07E-06	2.77E-06	1.33429455	1.350083747	0.000193253
111824_0ppm	0	DSC_0025.jpg	1	70	200	1400	1000	542797	25656	0.047266289	1	5335	1.236035327	12	1561	6021	414.7289163	82.50424449	470.25	444.8444884	-0.538613782	0.044187422	51	0.905918378	2207	0.05500807	0.02366827	18.17915081	42.25065943	46.64566305	47825	9.359828652	0.978371754	173.8236638	0.000111013	3.092255913	1.289334837	1.554610746	0.071346337	0.00456289	0.001867388	2.005976616	-1.74E-05	4.13E-05	9.865810143	120.364261	74.07529778	0.948392706	0.864572668	1.81E-06	2.49E-06	1.372423354	1.466443121	0.000747322
111824_0ppm	0	DSC_0026.jpg	1	70	200	1400	1000	690793	39945	0.057824848	1	3596	1.026168896	19	1516	8339	494.7857397	41.41120578	537	503.3713812	-0.208195995	0.033381925	40	0.841213721	3526	0.0410576	0.013905068	24.35602647	71.91622492	37.38405998	25982	9.293604929	0.961518258	158.6641861	0.000208977	5.65298575	1.979647661	1.261508422	0.066238767	0.003991872	0.001849962	2.020291802	-1.37E-05	3.25E-05	8.831605213	106.7562428	46.40089163	0.97464347	0.920972496	1.41E-06	1.94E-06	1.37847315	1.449071546	0.000465381
111824_0ppm	0	DSC_0027.jpg	1	70	200	1400	1000	783431	22258	0.028410926	1	3530	1.10536771	15	1265	2854	513.4177327	40.77019158	530.31	517.1605626	0.029984131	0.021264413	48	0.734497929	1238.5	0.025406586	0.01303598	39.35987357	76.71076562	36.00249338	31214	9.659667118	0.987990354	161.8760913	6.48E-05	7.000797007	2.304900545	1.135648212	0.051437756	0.00232881	0.000913933	2.080071621	-1.61E-05	2.87E-05	7.356610184	109.7066797	40.08250824	0.969013103	0.898343692	1.22E-06	1.66E-06	1.359825203	1.49486094	0.000327588
111824_0ppm	0	DSC_0028.jpg	1	70	200	1400	1000	766360	8218	0.01072342	1	3356	1.133056011	5	1280	2462	507.1420646	52.81243849	538.12	518.1094935	-0.49778866	0.027372384	36	0.897182162	1531	0.031908879	0.031680113	31.33923989	31.56554384	48.37275748	81289	10.70188928	0.953401025	175.3481793	0.000253498	2.727071809	1.108967602	1.584868867	0.057998536	0.002947955	0.00072919	1.97957414	-2.63E-05	2.92E-05	11.6618814	120.7470113	109.0742725	0.977933563	0.913394831	1.48E-06	2.15E-06	1.455390034	1.465770864	0.001142527
111824_0ppm	0	DSC_0029.jpg	1	70	200	1400	1000	803558	1144	0.001423668	1	3423	1.245828848	1	1144	1144	510.7320249	62.79579885	466.18	505.9449859	0.128730322	0.011831878	83	0.835082725	1035	0.01542853	0.038197014	64.81499036	26.18005711	52.46614706	151913	9.422172604	0.989400896	197.0163681	5.06E-05	1.638794689	0.497276395	1.446299656	0.03343757	0.001057241	0.000405296	1.996736167	-3.67E-05	2.78E-05	14.41171814	126.9494726	63.70160101	0.987713741	0.909999192	1.42E-06	2.15E-06	1.513639817	1.512926023	0.00130265
111824_0ppm	0	DSC_0030.jpg	1	70	200	1400	1000	767253	6898	0.008990516	1	3523	1.382394689	4	1720.5	2348	508.2984483	75.71633337	573	525.0200056	-0.609957479	0.043774479	37	0.948847409	934	0.047146087	0.037999868	21.21066821	26.31588109	48.67064443	98341	10.3315724	0.974439776	181.347705	0.000130634	2.191897268	0.83115109	1.349186776	0.083459896	0.0073149	0.001927295	1.9936842	-5.29E-05	2.91E-05	12.01453228	131.8958164	78.88060914	0.973715722	0.903056144	1.71E-06	2.45E-06	1.437900361	1.424765969	0.002101088
111824_0ppm	0	DSC_0031.jpg	1	70	200	1400	1000	489359	37943	0.077536124	1	5929	1.428068285	13	1586	13685	378.4724105	109.748241	524.75	404.5992696	-0.338186197	0.064731823	44	0.951991395	690.5	0.090728464	0.006233928	11.02189943	160.412504	36.50305045	6756	7.083959189	0.927143676	145.6693058	0.000481248	3.494196663	1.336653328	1.363070621	0.097932739	0.007971713	0.006256027	2.012429455	-5.96E-05	4.52E-05	11.07337828	115.0882945	155.8094851	0.965328453	0.930682383	2.27E-06	3.23E-06	1.421997688	1.374089306	0.000295323
111824_0ppm	0	DSC_0032.jpg	1	70	200	1400	1000	418255	51903	0.124094153	1	5549	1.065787556	17	1836	10081	386.7020352	62.54801591	380.05	383.1208801	-0.232848011	0.071246488	24	0.472922591	1285	0.093700035	0.007062508	10.6723546	141.5927662	31.49921738	4687	10.88816741	0.839121162	121.6049369	0.001292796	4.872741841	1.586537815	1.32786593	0.100284771	0.008136312	0.004273929	2.018035021	-8.28E-05	5.32E-05	12.75266424	104.8907476	58.08238487	0.943666229	0.92241483	2.53E-06	3.48E-06	1.373971823	1.347519571	0.00034059
111824_0ppm	0	DSC_0033.jpg	1	70	200	1400	1000	432855	57382	0.132566333	1	4517	1.259189234	24	1645	11987	403.72463	68.77293541	368.5	402.2448658	-0.53292619	0.077407446	41	0.841540067	1018	0.099120537	0.005279069	10.08872663	189.4273319	37.76307567	5911	6.549484303	0.955421514	147.3619117	0.000275564	3.605088921	1.410067256	1.370688992	0.10221469	0.009096947	0.004159128	2.000213842	-2.17E-05	5.15E-05	9.116096915	116.5499947	64.12528716	0.970934532	0.94156435	2.26E-06	2.98E-06	1.320363384	1.356274561	0.000219866
111824_0ppm	0	DSC_0034.jpg	1	70	200	1400	1000	774090	1436	0.001855081	1	3249	1.383962414	1	1436	1436	503.0768164	64.28065134	576.295	486.4599424	0.126237822	0.012095234	86	0.791362067	20228	0.014536208	0.029089196	68.79373113	34.37702445	50.85768368	108298	9.874266914	0.992615639	192.8609942	3.31E-05	2.276129416	0.97051918	1.531554641	0.03386619	0.000890604	0.000232332	2.009032392	-2.09E-05	2.90E-05	10.60799834	126.3871934	64.36332508	0.993793845	0.934215635	1.33E-06	1.88E-06	1.414298483	1.525412915	0.001055818
111824_0ppm	0	DSC_0035.jpg	1	70	200	1400	1000	711250	18336	0.025779965	1	3522	1.006359335	7	2419	3826	512.6190443	27.51286583	505.405	508.6939988	0.26558146	0.113765343	30	0.931528195	1062	0.125182142	0.010232231	7.988359848	97.73040022	39.55278547	37828	9.646533698	0.935077751	159.6275764	0.000391256	4.985949364	1.813215211	1.399556788	0.15948031	0.028405099	0.006672828	2.010376072	-3.47E-05	3.15E-05	8.8224508	113.9888388	28.30188619	0.960756743	0.900383211	1.63E-06	2.14E-06	1.307745995	1.414415291	0.000270672
111824_0ppm	0	DSC_0036.jpg	1	70	200	1400	1000	616160	62669	0.101708972	1	5117	1.269904361	17	1778	13259	495.0383099	58.4698567	512.5	510.7856535	-0.596368024	0.135448098	51	0.912810021	904	0.180267526	0.008370418	5.547310841	119.4683423	38.77636644	21677	8.310310136	0.933764714	151.1153745	0.000420507	4.085817978	1.547605852	1.413447325	0.18772253	0.034841947	0.011612912	2.042771268	-7.51E-05	3.61E-05	8.873830111	116.3387179	93.42913533	0.952909294	0.901153564	1.90E-06	2.49E-06	1.311187211	1.39684951	0.000165417
111824_0ppm	0	DSC_0037.jpg	1	70	200	1400	1000	707192	13610	0.019245127	1	3516	1.118719294	7	1359	5142	482.063985	47.65518229	500.84	494.3845091	-0.863456825	0.014443037	62	0.908965452	979	0.017900503	0.017739567	55.86435331	56.37116027	35.64473846	23939	9.912907278	0.97250963	154.9511238	0.000155121	6.464727634	2.153798593	1.202068122	0.049997177	0.002192388	0.0010969	2.085358108	-3.49E-05	3.17E-05	6.633081345	111.2577841	63.44875933	0.981549339	0.925794392	1.35E-06	1.80E-06	1.329542333	1.47796661	0.000652211
111824_0ppm	0	DSC_0038.jpg	1	70	200	1400	1000	626823	20711	0.033041225	1	3170	1.174174841	12	1388	3042	470.5907085	39.19896947	437.3	464.3203156	0.415033523	0.040716438	43	0.855861633	2669	0.049340234	0.015530181	20.26743549	64.39074813	43.02483676	43193	8.757500894	0.971395153	173.2269689	0.000153003	4.003329153	1.569846373	1.442753783	0.068777199	0.004421755	0.001629151	2.022450216	-2.01E-05	3.57E-05	6.662037451	121.5089844	38.65604631	0.96046222	0.896625741	1.57E-06	2.19E-06	1.388405676	1.478046509	0.000383049
111824_0ppm	0	DSC_0039.jpg	1	70	200	1400	1000	753692	69353	0.092017694	1	3344	1.032255441	18	1642.5	18480	526.6260449	27.81831764	540.18	529.0439443	0.015185117	0.039958498	32	0.940066934	1139	0.05057669	0.029025188	19.77195408	34.45283448	42.11492706	46502	10.76558802	0.955884343	170.873256	0.000249887	4.549753888	1.709218739	1.509973216	0.068833385	0.004503476	0.001915924	2.007641027	-2.14E-05	2.96E-05	6.155025362	117.9314536	67.92149464	0.959638222	0.864936147	1.42E-06	2.00E-06	1.40510448	1.442202552	0.001161166
111824_0ppm	0	DSC_0040.jpg	1	70	200	1400	1000	616247	86235	0.139935773	1	6761	1.10710181	23	1858	14516	500.9405921	37.85516065	494.55	499.5302909	-0.234092909	0.094501069	30	0.947551259	1638	0.116427358	0.015850255	8.589046575	63.09046702	41.84957031	34422	10.04238379	0.897567925	157.4830566	0.000629663	3.776616848	1.465626582	1.483093358	0.124878365	0.01341756	0.004173317	1.982577318	-2.03E-05	3.61E-05	11.46517107	118.0953023	40.26669798	0.952137828	0.889524808	1.87E-06	2.60E-06	1.384435068	1.402714543	0.000560403
111824_0ppm	0	DSC_0041.jpg	1	70	200	1400	1000	727863	21848	0.030016638	1	3706	1.418511729	10	2512.5	3497	503.5786202	83.58278244	575.5	528.3966059	-0.549334851	0.034574776	61	0.808368808	1004	0.044107627	0.02102834	22.67181599	47.55487013	47.98233055	83436	9.860554279	0.980042017	184.0705532	9.96E-05	3.321374313	1.367899482	1.498648481	0.064074992	0.003584376	0.001749176	2.007505931	-5.57E-05	3.07E-05	11.52217332	126.3848116	128.3213161	0.981303352	0.918228598	1.46E-06	2.12E-06	1.450149498	1.472664692	0.000656794
111824_0ppm	0	DSC_0042.jpg	1	70	200	1400	1000	828065	18741	0.022632281	3	4738	1.201468321	7	2900	4695	933.0261189	752.9464316	543.5	539.0101779	1.3075565	0.020593915	52	0.803677439	2078.5	0.026375406	0.011709703	37.91410847	85.39926025	32.90184336	21608	10.16108882	0.949624371	156.4170115	0.000290973	7.716686806	2.403363778	1.108282963	0.050033025	0.002289486	0.000985333	2.022333339	-4.91E-05	2.70E-05	6.817434427	109.2424113	99.5753998	0.983886544	0.923731023	1.20E-06	1.67E-06	1.389765107	1.505215521	0.00045116
111824_0ppm	0	DSC_0043.jpg	1	70	200	1400	1000	877310	28503	0.032489086	2	3992	1.267456576	11	1656	7498	741.1252444	603.631557	583.45	574.8389044	2.785110353	0.047991246	52	0.84981825	3697.5	0.054433096	0.03457549	18.37117621	28.92222222	51.23241067	133200	9.230765871	0.987944329	192.6104387	5.96E-05	1.961636861	0.749586758	1.413355704	0.080577258	0.006467276	0.001711725	2.011875807	-1.43E-05	2.51E-05	12.37287846	131.6505052	70.64333499	0.980074849	0.866630945	1.60E-06	2.44E-06	1.528078049	1.474745219	0.001323007
111824_0ppm	0	DSC_0044.jpg	1	70	200	1400	1000	850256	0	0	1	3745	1.195815549	0	0	0	520.8835715	69.15319098	587.25	527.1869446	-0.550157321	0.014210308	66	0.805462171	835	0.017852343	0.078540958	56.01505728	12.73221035	44.46172152	218356	10.33267044	0.985691093	199.9427007	6.86E-05	1.761094214	-0.020018253	1.194112562	0.047417692	0.002259154	0.000818111	1.963679588	-4.77E-05	2.59E-05	8.607531241	158.982086	88.41005005	0.986294297	0.917092839	1.96E-06	2.79E-06	1.425135219	1.467000789	0.004670243
111824_0ppm	0	DSC_0045.jpg	1	70	200	1400	1000	697615	7013	0.010052823	1	3180	1.070419854	4	1597	2615	478.523299	36.03243338	498.11	478.6488214	0.079915787	0.020809329	56	0.910391427	2326.5	0.025350674	0.044049489	39.4466828	22.70173905	43.95626099	77087	9.18447865	0.963324658	170.3085886	0.000205813	1.760527196	0.0447918	1.093438697	0.050157844	0.002489276	0.000921531	1.979996349	-2.89E-05	3.20E-05	11.19218859	136.8697922	114.8605172	0.982952391	0.910258641	1.87E-06	2.80E-06	1.497468683	1.417157972	0.001864461
111824_0ppm	0	DSC_0046.jpg	1	70	200	1400	1000	876594	5177	0.005905813	1	3671	1.147400889	1	5177	5177	534.4961518	57.35630791	571.93	544.8289204	-0.470814733	0.021206054	81	0.755149746	1319.5	0.023077055	0.053404424	43.33308649	18.72504053	46.50463295	178816	10.23279471	0.994676195	196.6063806	2.63E-05	1.767028903	0.084671461	1.274902129	0.049503563	0.002673867	0.000619763	1.971178093	-1.08E-05	2.55E-05	7.187485833	156.9845083	58.28937946	0.97389671	0.844387841	1.66E-06	2.39E-06	1.443230635	1.415508197	0.002116764
111824_0ppm	0	DSC_0047.jpg	1	70	200	1400	1000	885282	25187	0.028450821	1	3853	1.103954481	13	1456	4590	570.3282376	38.41793795	536.385	574.4249531	-0.450189335	0.089952015	27	0.933088604	1776	0.100413321	0.034379956	9.95883799	29.08671563	44.45954172	58419	8.193820835	0.935559853	164.011244	0.000382906	2.168604571	0.758901921	1.350074176	0.129118139	0.016857472	0.003844667	2.015416037	-2.28E-05	2.53E-05	9.824242364	117.4691231	40.00159884	0.955096856	0.834821365	1.70E-06	2.38E-06	1.400369266	1.323439658	0.002320777
111824_0ppm	0	DSC_0048.jpg	1	70	200	1400	1000	847387	127790	0.150804768	1	3774	1.065974849	26	3768	15372	572.208794	43.68517878	548.595	574.526038	-0.183623577	0.044055196	41	0.589365131	8055	0.058693929	0.011204354	17.03753736	89.25101764	40.23600617	57563	9.677961956	0.979323518	182.0064465	0.000108706	5.36686014	1.92360689	1.268265084	0.066487041	0.004090683	0.002133049	2.016823065	-5.31E-06	2.63E-05	6.385406559	122.6921083	45.14939867	0.955841934	0.834954302	1.24E-06	1.79E-06	1.443501313	1.478494077	0.000294698
111824_0ppm	0	DSC_0049.jpg	1	70	200	1400	1000	751988	21219	0.028217206	1	3607	1.085341348	15	1144	2933	526.2300271	39.34907746	537.02	527.4182232	-0.096703021	0.088362979	45	0.799410621	3320.5	0.105695311	0.04159492	9.461157688	24.04139732	49.21284946	86776	9.401335565	0.965853115	180.0382611	0.000180648	1.923615953	0.657990264	1.447100772	0.134740096	0.020012663	0.005557822	1.998877926	-2.15E-05	2.97E-05	10.51091106	127.3687925	40.31125944	0.958327231	0.859469287	1.86E-06	2.60E-06	1.400684828	1.351349882	0.003070313
111824_0ppm	0	DSC_0050.jpg	1	70	200	1400	1000	894606	4453	0.00497761	1	3821	1.278067697	2	2226.5	2723	542.2650921	69.38582972	615.6	541.0756182	-0.020539303	0.022524553	51	0.838991836	1235	0.028571714	0.064178055	34.9996501	15.58165014	44.23943512	163329	9.67332092	0.965454126	192.5074686	0.000174905	1.830844732	0.126909189	1.158936705	0.059660476	0.003685598	0.002545928	1.983352394	-1.05E-05	2.49E-05	9.000563536	154.1915645	180.9456523	0.972691879	0.840997881	1.86E-06	2.67E-06	1.436894773	1.384430436	0.003804452
111824_0ppm	0	DSC_0051.jpg	1	70	200	1400	1000	833690	7530	0.009032134	1	3360	1.177040047	5	1353	2415	524.7010307	45.96725837	507.825	523.4263104	-0.349212484	0.011094771	81	0.777396476	37657	0.013992668	0.020236399	71.46599863	49.41590667	45.97607985	82869	11.28093996	0.997151065	188.9077996	1.37E-05	2.084950141	0.500130748	1.298507434	0.030914257	0.000894016	0.000376302	1.992430722	-1.94E-05	2.69E-05	9.506255652	139.9222285	52.38813322	0.978287203	0.862125275	1.33E-06	2.09E-06	1.56785149	1.447896895	0.000721445
